,Report_No,Reported_Date,Race,Sex,Age
42144,KC20035032,5/29/2020,W,M,22.0
42145,KC20035353,5/30/2020,B,M,22.0
42146,KC20039985,6/17/2020,W,M,59.0
42147,KC20038280,6/10/2020,W,M,
42148,KC20047281,7/16/2020,B,M,26.0
42149,KC20044029,7/3/2020,B,F,
42150,KC20034405,5/26/2020,W,M,36.0
42151,KC20037611,6/8/2020,B,M,27.0
42152,KC20038404,6/11/2020,W,F,28.0
42153,KC20038221,6/10/2020,W,F,27.0
42154,KC20045765,7/10/2020,W,F,32.0
42155,KC20040528,6/19/2020,W,F,43.0
42156,KC20042031,6/25/2020,B,F,
42157,KC20037907,6/9/2020,,,
42158,KC20034272,5/26/2020,B,F,33.0
42159,KC20034255,5/26/2020,B,F,26.0
42160,KC20040579,6/19/2020,B,M,
42161,KC20036769,6/5/2020,B,M,
42162,KC20039435,6/15/2020,W,M,33.0
42163,KC20034596,5/27/2020,W,F,39.0
42164,KC20036590,6/4/2020,B,M,41.0
42165,KC20041457,6/23/2020,U,M,
42166,KC20047730,7/18/2020,W,F,27.0
42167,KC20042793,6/28/2020,W,F,34.0
42168,KC20036070,6/2/2020,W,F,47.0
42169,KC20047499,7/17/2020,W,M,27.0
42170,KC20047890,7/18/2020,W,F,25.0
42171,KC20035581,5/31/2020,W,F,33.0
42172,KC20040419,6/19/2020,B,M,21.0
42173,KC20046119,7/11/2020,B,M,
42174,KC20040709,6/20/2020,W,M,
42175,KC20033759,5/24/2020,W,F,27.0
42176,KC20047587,7/17/2020,W,F,28.0
42177,KC20037562,6/8/2020,B,M,
42178,KC20037391,6/7/2020,B,F,22.0
42179,KC20043961,7/3/2020,B,M,48.0
42180,KC20038471,6/11/2020,B,F,20.0
42181,KC20042609,6/27/2020,U,F,24.0
42182,KC20047854,7/18/2020,B,M,
42183,KC20035424,5/31/2020,W,M,53.0
42184,KC20047812,7/18/2020,B,F,19.0
42185,KC20041900,6/24/2020,B,M,33.0
42186,KC20034758,5/28/2020,B,M,29.0
42187,KC20046681,7/14/2020,B,M,27.0
42188,KC20038583,6/12/2020,B,M,36.0
42189,KC20039001,6/13/2020,I,M,35.0
42190,KC20040521,6/19/2020,B,M,29.0
42191,KC20046216,7/12/2020,B,F,
42192,KC20044126,7/4/2020,B,M,40.0
42193,KC20043544,7/1/2020,W,F,50.0
42194,KC20038033,6/10/2020,B,M,39.0
42195,KC20042275,6/26/2020,B,F,57.0
42196,KC20038151,6/10/2020,,,
42197,KC20034540,5/27/2020,W,M,53.0
42198,KC20042882,6/29/2020,,,
42199,KC20039828,6/16/2020,W,M,38.0
42200,KC20034482,5/27/2020,W,F,
42201,KC20033960,5/24/2020,W,M,21.0
42202,KC20045621,7/9/2020,W,F,56.0
42203,KC20042212,6/26/2020,W,F,22.0
42204,KC20034975,5/28/2020,B,M,27.0
42205,KC20045023,7/7/2020,B,F,32.0
42206,KC20041749,6/24/2020,B,M,50.0
42207,KC20046510,7/13/2020,B,M,61.0
42208,KC20038665,6/12/2020,W,F,32.0
42209,KC20042892,6/29/2020,,,
42210,KC20038951,6/13/2020,B,M,64.0
42211,KC20044042,7/3/2020,B,M,60.0
42212,KC20033609,5/23/2020,,,
42213,KC20039303,6/15/2020,W,F,41.0
42214,KC20044251,7/4/2020,B,M,22.0
42215,KC20033757,5/24/2020,W,M,
42216,KC20039092,6/14/2020,W,M,49.0
42217,KC20038762,6/12/2020,W,M,61.0
42218,KC20033246,5/21/2020,W,M,57.0
42219,KC20046128,7/11/2020,B,M,46.0
42220,KC20038190,6/10/2020,W,F,46.0
42221,KC20035750,6/1/2020,,,
42222,KC20039857,6/17/2020,B,F,22.0
42223,KC20034522,5/27/2020,W,M,40.0
42224,KC20035815,6/1/2020,B,M,35.0
42225,KC20045987,7/11/2020,B,M,31.0
42226,KC20041430,6/22/2020,B,M,
42227,KC20046672,7/14/2020,B,M,74.0
42228,KC20047179,7/15/2020,W,F,34.0
42229,KC20047677,7/18/2020,U,M,51.0
42230,KC20044311,7/5/2020,B,M,
42231,KC20035723,6/1/2020,U,M,
42232,KC20038561,6/11/2020,B,M,43.0
42233,KC20042709,6/28/2020,B,M,63.0
42234,KC20036771,6/5/2020,B,M,
42235,KC20047415,7/16/2020,W,M,56.0
42236,KC20046344,7/12/2020,B,M,42.0
42237,KC20038943,6/13/2020,W,F,21.0
42238,KC20046793,7/14/2020,,,
42239,KC20041480,6/23/2020,W,F,33.0
42240,KC20036411,6/3/2020,B,F,25.0
42241,KC20035086,5/29/2020,B,M,
42242,KC20038276,6/10/2020,W,F,18.0
42243,KC20037588,6/8/2020,W,M,66.0
42244,KC20038193,6/10/2020,W,F,42.0
42245,KC20033627,5/23/2020,,,
42246,KC20034359,5/26/2020,,,
42247,KC20035645,6/1/2020,B,M,61.0
42248,KC20036427,6/3/2020,B,M,18.0
42249,KC20039086,6/14/2020,W,M,35.0
42250,KC20039476,6/15/2020,B,M,25.0
42251,KC20034133,5/25/2020,W,F,34.0
42252,KC20043833,7/2/2020,B,M,51.0
42253,KC20038885,6/13/2020,W,M,37.0
42254,KC20041962,6/25/2020,B,F,64.0
42255,KC20037917,6/9/2020,B,M,46.0
42256,KC20042774,6/28/2020,B,M,
42257,KC20039400,6/15/2020,B,M,36.0
42258,KC20036732,6/4/2020,B,F,30.0
42259,KC20045051,7/7/2020,B,F,67.0
42260,KC20034114,5/25/2020,B,M,60.0
42261,KC20035353,5/30/2020,W,M,27.0
42262,KC20034900,5/28/2020,W,M,38.0
42263,KC20040776,6/20/2020,B,F,40.0
42264,KC20036565,6/4/2020,,M,34.0
42265,KC20038554,6/11/2020,B,M,
42266,KC20035066,5/29/2020,B,M,18.0
42267,KC20047916,7/19/2020,B,F,31.0
42268,KC20047303,7/16/2020,W,M,35.0
42269,KC20044062,7/3/2020,W,F,24.0
42270,KC20041588,6/23/2020,W,M,21.0
42271,KC20033292,5/22/2020,W,M,28.0
42272,KC20036167,6/2/2020,B,M,18.0
42273,KC20033557,5/23/2020,W,M,
42274,KC20039952,6/17/2020,B,M,44.0
42275,KC20043458,7/1/2020,W,M,25.0
42276,KC20040804,6/20/2020,W,M,26.0
42277,KC20046243,7/12/2020,W,F,49.0
42278,KC20046621,7/13/2020,B,F,40.0
42279,KC20037916,6/9/2020,W,M,19.0
42280,KC20039043,6/14/2020,W,F,32.0
42281,KC20041384,6/22/2020,W,F,18.0
42282,KC20039188,6/14/2020,B,M,
42283,KC20041699,6/24/2020,B,F,30.0
42284,KC20047518,7/17/2020,W,M,26.0
42285,KC20034727,5/28/2020,W,M,38.0
42286,KC20035499,5/31/2020,W,F,23.0
42287,KC20033721,5/23/2020,B,M,18.0
42288,KC20039320,6/15/2020,W,F,42.0
42289,KC20040885,6/20/2020,W,F,29.0
42290,KC20037164,6/6/2020,W,M,
42291,KC20040410,6/19/2020,I,M,27.0
42292,KC20033205,5/21/2020,B,F,
42293,KC20036663,6/4/2020,B,M,37.0
42294,KC20034208,5/26/2020,,,
42295,KC20039680,6/16/2020,W,M,76.0
42296,KC20043713,7/2/2020,,,
42297,KC20039750,6/16/2020,B,F,31.0
42298,KC20042297,6/26/2020,W,F,20.0
42299,KC20042987,6/29/2020,B,F,19.0
42300,KC20044497,7/5/2020,W,M,
42301,KC20038863,6/13/2020,U,F,21.0
42302,KC20046101,7/11/2020,B,M,
42303,KC20046786,7/14/2020,,,
42304,KC20038973,6/13/2020,W,M,32.0
42305,KC20035668,6/1/2020,W,M,53.0
42306,KC20040980,6/21/2020,W,F,32.0
42307,KC20039609,6/16/2020,W,F,50.0
42308,KC20043682,7/2/2020,W,M,27.0
42309,KC20044369,7/5/2020,B,F,40.0
42310,KC20046636,7/13/2020,B,M,
42311,KC20040299,6/18/2020,W,M,64.0
42312,KC20032907,5/20/2020,B,M,
42313,KC20033328,5/22/2020,W,F,39.0
42314,KC20043418,7/1/2020,W,M,35.0
42315,KC20035195,5/29/2020,B,F,84.0
42316,KC20036487,6/3/2020,B,F,35.0
42317,KC20045469,7/9/2020,B,F,40.0
42318,KC20042424,6/26/2020,B,F,23.0
42319,KC20035983,6/2/2020,W,M,26.0
42320,KC20046312,7/12/2020,W,M,63.0
42321,KC20045228,7/8/2020,B,F,29.0
42322,KC20037741,6/8/2020,B,M,33.0
42323,KC20032814,5/20/2020,W,M,56.0
42324,KC20033944,5/24/2020,W,M,37.0
42325,KC20043150,6/30/2020,,,
42326,KC20038368,6/11/2020,,,
42327,KC20040688,6/19/2020,B,F,
42328,KC20045883,7/10/2020,B,M,49.0
42329,KC20041133,6/21/2020,W,M,
42330,KC20036725,6/4/2020,W,M,34.0
42331,KC20043873,7/2/2020,W,M,
42332,KC20033468,5/22/2020,W,F,25.0
42333,KC20041927,6/25/2020,,,
42334,KC20035452,5/31/2020,W,F,53.0
42335,KC20044162,7/4/2020,B,F,27.0
42336,KC20044895,7/7/2020,W,M,65.0
42337,KC20038912,6/13/2020,B,F,52.0
42338,KC20042131,6/25/2020,B,M,
42339,KC20040620,6/19/2020,W,M,41.0
42340,KC20047661,7/17/2020,B,F,33.0
42341,KC20039171,6/14/2020,B,F,33.0
42342,KC20041802,6/24/2020,,,
42343,KC20037993,6/9/2020,B,M,
42344,KC20047617,7/17/2020,,,
42345,KC20042869,6/29/2020,B,F,32.0
42346,KC20046346,7/12/2020,B,M,52.0
42347,KC20035782,6/1/2020,B,F,47.0
42348,KC20044955,7/7/2020,,F,38.0
42349,KC20034294,5/26/2020,B,F,38.0
42350,KC20042601,6/27/2020,B,M,58.0
42351,KC20041467,6/23/2020,W,M,31.0
42352,KC20035353,5/30/2020,B,M,26.0
42353,KC20036931,6/5/2020,,,
42354,KC20033866,5/24/2020,,M,40.0
42355,KC20034701,5/27/2020,W,M,54.0
42356,KC20034926,5/28/2020,B,M,35.0
42357,KC20042160,6/26/2020,W,M,
42358,KC20033058,5/21/2020,U,M,37.0
42359,KC20033684,5/23/2020,W,M,
42360,KC20038393,6/11/2020,B,M,28.0
42361,KC20037319,6/7/2020,B,F,23.0
42362,KC20045090,7/7/2020,,,
42363,KC20037624,6/8/2020,B,M,
42364,KC20046994,7/15/2020,,,
42365,KC20037121,6/6/2020,B,M,33.0
42366,KC20040067,6/17/2020,U,M,37.0
42367,KC20033267,5/22/2020,W,M,63.0
42368,KC20034241,5/26/2020,U,F,60.0
42369,KC20037089,6/6/2020,B,F,69.0
42370,KC20033812,5/24/2020,B,M,33.0
42371,KC20042738,6/28/2020,U,F,69.0
42372,KC20042212,6/26/2020,W,F,35.0
42373,KC20036765,6/5/2020,,M,30.0
42374,KC20033585,5/23/2020,,,
42375,KC20037543,6/8/2020,W,M,28.0
42376,KC20042309,6/26/2020,,,
42377,KC20039941,6/17/2020,,,
42378,KC20046370,7/13/2020,B,M,
42379,KC20043519,7/1/2020,W,F,
42380,KC20046652,7/13/2020,W,F,49.0
42381,KC20035699,6/1/2020,W,M,
42382,KC20040134,6/18/2020,W,M,49.0
42383,KC20035729,6/1/2020,,,
42384,KC20037781,6/9/2020,B,F,20.0
42385,KC20044050,7/3/2020,B,F,44.0
42386,KC20039453,6/15/2020,B,F,49.0
42387,KC20034877,5/28/2020,W,M,30.0
42388,KC20040756,6/20/2020,W,F,31.0
42389,KC20035318,5/30/2020,W,F,26.0
42390,KC20039122,6/14/2020,W,F,23.0
42391,KC20047831,7/18/2020,W,M,55.0
42392,KC20035618,6/1/2020,B,M,22.0
42393,KC20046369,7/13/2020,B,F,40.0
42394,KC20034558,5/27/2020,W,M,53.0
42395,KC20035727,6/1/2020,W,F,40.0
42396,KC20044264,7/4/2020,B,M,
42397,KC20044388,7/5/2020,W,F,35.0
42398,KC20039427,6/15/2020,B,M,33.0
42399,KC20043513,7/1/2020,B,F,83.0
42400,KC20039733,6/16/2020,W,M,
42401,KC20034091,5/25/2020,W,M,42.0
42402,KC20040754,6/20/2020,B,F,30.0
42403,KC20033673,5/23/2020,B,F,51.0
42404,KC20039530,6/15/2020,B,F,53.0
42405,KC20044531,7/5/2020,B,M,
42406,KC20039062,6/14/2020,B,M,28.0
42407,KC20042737,6/28/2020,W,M,45.0
42408,KC20033573,5/23/2020,,M,54.0
42409,KC20033324,5/22/2020,B,F,
42410,KC20043964,7/3/2020,B,F,26.0
42411,KC20042929,6/29/2020,,,
42412,KC20047043,7/15/2020,B,M,
42413,KC20042442,6/27/2020,B,F,20.0
42414,KC20043512,7/1/2020,B,F,41.0
42415,KC20040747,6/20/2020,W,M,
42416,KC20045071,7/7/2020,B,M,54.0
42417,KC20047858,7/18/2020,B,F,22.0
42418,KC20046018,7/11/2020,W,F,64.0
42419,KC20038903,6/13/2020,B,M,41.0
42420,KC20040455,6/19/2020,W,F,79.0
42421,KC20043729,7/2/2020,B,F,24.0
42422,KC20045838,7/10/2020,W,F,18.0
42423,KC20039915,6/17/2020,B,M,
42424,KC20033183,5/21/2020,B,F,35.0
42425,KC20033715,5/23/2020,W,M,
42426,KC20041666,6/23/2020,B,M,
42427,KC20039155,6/14/2020,U,U,30.0
42428,KC20046446,7/13/2020,,,
42429,KC20033981,5/25/2020,W,M,33.0
42430,KC20039391,6/15/2020,B,M,35.0
42431,KC20037441,6/7/2020,W,M,39.0
42432,KC20033797,5/24/2020,B,M,33.0
42433,KC20034941,5/28/2020,W,M,38.0
42434,KC20037246,6/6/2020,W,F,34.0
42435,KC20047907,7/19/2020,B,M,30.0
42436,KC20045663,7/10/2020,W,M,
42437,KC20038462,6/11/2020,B,M,29.0
42438,KC20036352,6/3/2020,W,M,33.0
42439,KC20037757,6/8/2020,B,M,29.0
42440,KC20047755,7/18/2020,W,M,29.0
42441,KC20043569,7/1/2020,U,M,38.0
42442,KC20039578,6/16/2020,W,F,21.0
42443,KC20044079,7/3/2020,B,M,33.0
42444,KC20034962,5/28/2020,,,
42445,KC20047187,7/16/2020,W,F,20.0
42446,KC20040367,6/18/2020,B,M,25.0
42447,KC20033842,5/24/2020,B,M,51.0
42448,KC20047628,7/17/2020,W,F,83.0
42449,KC20035400,5/30/2020,W,M,32.0
42450,KC20040117,6/17/2020,B,M,41.0
42451,KC20045674,7/10/2020,B,M,
42452,KC20047570,7/17/2020,,,
42453,KC20041885,6/24/2020,B,M,
42454,KC20035095,5/29/2020,U,M,
42455,KC20043497,7/1/2020,W,M,35.0
42456,KC20047339,7/16/2020,,,
42457,KC20035638,6/1/2020,W,M,
42458,KC20043074,6/29/2020,W,M,55.0
42459,KC20046200,7/12/2020,W,M,24.0
42460,KC20042037,6/25/2020,W,F,46.0
42461,KC20033963,5/24/2020,B,M,18.0
42462,KC20044350,7/5/2020,B,M,
42463,KC20037161,6/6/2020,W,F,35.0
42464,KC20033374,5/22/2020,,,
42465,KC20036989,6/5/2020,W,F,27.0
42466,KC20034720,5/28/2020,U,F,60.0
42467,KC20039815,6/16/2020,B,F,22.0
42468,KC20041786,6/24/2020,W,F,90.0
42469,KC20037706,6/8/2020,,,
42470,KC20039830,6/17/2020,B,M,
42471,KC20035859,6/1/2020,W,M,24.0
42472,KC20034037,5/25/2020,,,
42473,KC20042237,6/26/2020,B,M,21.0
42474,KC20034042,5/25/2020,U,M,25.0
42475,KC20046581,7/13/2020,W,M,
42476,KC20038988,6/13/2020,U,M,
42477,KC20035237,5/30/2020,,,
42478,KC20044753,7/6/2020,B,M,
42479,KC20033965,5/25/2020,B,F,41.0
42480,KC20036473,6/3/2020,,,
42481,KC20042321,6/26/2020,B,M,
42482,KC20033908,5/24/2020,B,M,55.0
42483,KC20046739,7/14/2020,B,M,40.0
42484,KC20043339,6/30/2020,W,F,58.0
42485,KC20044237,7/4/2020,W,M,25.0
42486,KC20046693,7/14/2020,B,M,28.0
42487,KC20045550,7/9/2020,W,M,28.0
42488,KC20045296,7/8/2020,W,F,27.0
42489,KC20038443,6/11/2020,B,F,27.0
42490,KC20034910,5/28/2020,B,F,
42491,KC20038624,6/12/2020,B,M,32.0
42492,KC20043528,7/1/2020,B,M,34.0
42493,KC20035243,5/30/2020,B,M,26.0
42494,KC20035016,5/29/2020,,,
42495,KC20041996,6/25/2020,U,M,36.0
42496,KC20046171,7/12/2020,B,M,
42497,KC20035353,5/30/2020,W,F,20.0
42498,KC20040726,6/20/2020,B,M,46.0
42499,KC20047424,7/16/2020,B,M,30.0
42500,KC20043907,7/2/2020,W,M,35.0
42501,KC20033813,5/24/2020,W,M,
42502,KC20038732,6/12/2020,W,M,41.0
42503,KC20035546,5/31/2020,B,M,18.0
42504,KC20037980,6/9/2020,W,M,
42505,KC20038606,6/11/2020,W,M,35.0
42506,KC20039465,6/15/2020,W,M,42.0
42507,KC20044986,7/7/2020,W,M,42.0
42508,KC20036086,6/2/2020,B,M,31.0
42509,KC20047096,7/15/2020,B,F,55.0
42510,KC20034580,5/27/2020,W,F,
42511,KC20035283,5/30/2020,W,F,51.0
42512,KC20037164,6/6/2020,W,F,25.0
42513,KC20034813,5/28/2020,,,
42514,KC20045134,7/8/2020,W,M,
42515,KC20040232,6/18/2020,W,M,
42516,KC20034298,5/26/2020,B,M,39.0
42517,KC20033776,5/24/2020,B,F,18.0
42518,KC20047675,7/17/2020,W,M,29.0
42519,KC20043485,7/1/2020,B,M,31.0
42520,KC20045323,7/8/2020,B,M,31.0
42521,KC20046156,7/12/2020,U,F,31.0
42522,KC20044545,7/6/2020,W,M,49.0
42523,KC20043275,6/30/2020,B,M,29.0
42524,KC20036856,6/5/2020,W,M,36.0
42525,KC20039032,6/13/2020,W,F,27.0
42526,KC20047581,7/17/2020,W,M,40.0
42527,KC20037375,6/7/2020,W,F,20.0
42528,KC20036979,6/5/2020,,M,46.0
42529,KC20033702,5/23/2020,B,M,59.0
42530,KC20043622,7/1/2020,W,M,26.0
42531,KC20040871,6/20/2020,B,M,22.0
42532,KC20033270,5/22/2020,W,M,53.0
42533,KC20038429,6/11/2020,B,M,19.0
42534,KC20035829,6/1/2020,W,M,42.0
42535,KC20046383,7/13/2020,B,F,20.0
42536,KC20045636,7/9/2020,B,F,19.0
42537,KC20037060,6/6/2020,B,F,36.0
42538,KC20043602,7/1/2020,W,M,38.0
42539,KC20038807,6/13/2020,B,F,43.0
42540,KC20041943,6/25/2020,B,M,28.0
42541,KC20047229,7/16/2020,W,F,20.0
42542,KC20047719,7/18/2020,B,F,41.0
42543,KC20046257,7/12/2020,W,F,32.0
42544,KC20041303,6/22/2020,W,M,39.0
42545,KC20037582,6/8/2020,B,F,40.0
42546,KC20042534,6/27/2020,U,M,41.0
42547,KC20035856,6/1/2020,W,F,
42548,KC20039876,6/17/2020,B,M,
42549,KC20039547,6/15/2020,W,F,39.0
42550,KC20034146,5/25/2020,W,M,18.0
42551,KC20045545,7/9/2020,B,F,20.0
42552,KC20034431,5/26/2020,W,M,66.0
42553,KC20046624,7/13/2020,W,M,
42554,KC20041189,6/22/2020,W,F,
42555,KC20038070,6/10/2020,W,M,43.0
42556,KC20044797,7/6/2020,W,M,29.0
42557,KC20034054,5/25/2020,W,M,62.0
42558,KC20037853,6/9/2020,,,
42559,KC20043975,7/3/2020,W,M,
42560,KC20041824,6/24/2020,W,F,44.0
42561,KC20046837,7/14/2020,B,M,65.0
42562,KC20037778,6/9/2020,B,M,63.0
42563,KC20039098,6/14/2020,W,F,51.0
42564,KC20035246,5/30/2020,W,M,20.0
42565,KC20046870,7/14/2020,W,M,49.0
42566,KC20042111,6/25/2020,W,M,
42567,KC20046064,7/11/2020,B,M,35.0
42568,KC20034661,5/27/2020,B,F,20.0
42569,KC20041096,6/21/2020,B,M,51.0
42570,KC20047868,7/18/2020,B,F,31.0
42571,KC20038125,6/10/2020,B,M,38.0
42572,KC20044455,7/5/2020,,,
42573,KC20037658,6/8/2020,B,F,24.0
42574,KC20041072,6/21/2020,W,M,
42575,KC20034762,5/28/2020,W,M,48.0
42576,KC20037261,6/6/2020,W,M,72.0
42577,KC20039007,6/13/2020,B,M,
42578,KC20045934,7/11/2020,B,M,27.0
42579,KC20042628,6/27/2020,W,M,65.0
42580,KC20039787,6/16/2020,B,M,
42581,KC20045425,7/9/2020,B,M,
42582,KC20044839,7/7/2020,W,F,
42583,KC20036452,6/3/2020,W,M,39.0
42584,KC20033749,5/23/2020,B,M,58.0
42585,KC20039232,6/15/2020,B,F,35.0
42586,KC20040946,6/21/2020,B,F,22.0
42587,KC20034401,5/26/2020,W,M,35.0
42588,KC20039650,6/16/2020,,,
42589,KC20038508,6/11/2020,W,M,70.0
42590,KC20040624,6/19/2020,B,F,51.0
42591,KC20043111,6/29/2020,W,M,34.0
42592,KC20043168,6/30/2020,W,F,30.0
42593,KC20036219,6/3/2020,B,M,28.0
42594,KC20034998,5/29/2020,,,
42595,KC20034890,5/28/2020,B,F,30.0
42596,KC20038675,6/12/2020,B,M,38.0
42597,KC20040146,6/18/2020,B,M,
42598,KC20041429,6/22/2020,B,M,27.0
42599,KC20045818,7/10/2020,B,M,22.0
42600,KC20033649,5/23/2020,,,
42601,KC20042985,6/29/2020,,,
42602,KC20033637,5/23/2020,,,
42603,KC20037854,6/9/2020,U,U,
42604,KC20033127,5/21/2020,B,F,29.0
42605,KC20043318,6/30/2020,B,F,26.0
42606,KC20043649,7/1/2020,W,M,
42607,KC20033572,5/23/2020,U,M,
42608,KC20045572,7/9/2020,,,
42609,KC20040819,6/20/2020,W,M,60.0
42610,KC20032874,5/20/2020,W,M,60.0
42611,KC20041528,6/23/2020,B,M,39.0
42612,KC20033519,5/23/2020,B,M,
42613,KC20034926,5/28/2020,,,
42614,KC20047448,7/17/2020,W,F,39.0
42615,KC20035877,6/2/2020,B,M,50.0
42616,KC20036211,6/3/2020,B,M,22.0
42617,KC20041226,6/22/2020,W,M,52.0
42618,KC20040967,6/21/2020,,M,47.0
42619,KC20035547,5/31/2020,B,M,18.0
42620,KC20045931,7/11/2020,B,F,29.0
42621,KC20046352,7/12/2020,B,M,27.0
42622,KC20039013,6/13/2020,B,F,36.0
42623,KC20036747,6/5/2020,W,M,
42624,KC20035437,5/31/2020,B,F,29.0
42625,KC20044819,7/6/2020,B,F,27.0
42626,KC20041424,6/22/2020,,,
42627,KC20036827,6/5/2020,W,M,
42628,KC20036497,6/3/2020,B,M,22.0
42629,KC20035638,6/1/2020,B,M,
42630,KC20034454,5/27/2020,B,F,41.0
42631,KC20046889,7/14/2020,W,M,31.0
42632,KC20034920,5/28/2020,W,F,40.0
42633,KC20044530,7/5/2020,B,M,
42634,KC20042157,6/26/2020,B,M,
42635,KC20037886,6/9/2020,W,M,50.0
42636,KC20041686,6/24/2020,W,F,33.0
42637,KC20046090,7/11/2020,W,M,37.0
42638,KC20039241,6/14/2020,W,M,23.0
42639,KC20033350,5/22/2020,,,
42640,KC20045622,7/9/2020,B,M,32.0
42641,KC20045413,7/9/2020,,,
42642,KC20034989,5/29/2020,B,M,37.0
42643,KC20041728,6/24/2020,W,M,29.0
42644,KC20044314,7/5/2020,W,M,29.0
42645,KC20036924,6/5/2020,W,F,28.0
42646,KC20041462,6/23/2020,B,M,31.0
42647,KC20044657,7/6/2020,,,
42648,KC20034263,5/26/2020,W,M,38.0
42649,KC20046771,7/14/2020,,,
42650,KC20045414,7/9/2020,W,M,
42651,KC20040546,6/19/2020,B,M,35.0
42652,KC20044360,7/5/2020,W,M,63.0
42653,KC20040493,6/19/2020,W,F,34.0
42654,KC20032738,5/20/2020,B,F,
42655,KC20035984,6/2/2020,,,
42656,KC20039914,6/17/2020,B,M,45.0
42657,KC20037477,6/7/2020,B,M,40.0
42658,KC20036647,6/4/2020,B,M,
42659,KC20045179,7/8/2020,U,M,
42660,KC20039286,6/15/2020,W,M,58.0
42661,KC20047796,7/18/2020,B,F,29.0
42662,KC20041649,6/23/2020,B,F,19.0
42663,KC20039112,6/14/2020,B,M,22.0
42664,KC20047359,7/16/2020,W,M,23.0
42665,KC20042365,6/26/2020,U,M,47.0
42666,KC20037993,6/9/2020,B,M,
42667,KC20041543,6/23/2020,B,M,25.0
42668,KC20040460,6/19/2020,U,M,45.0
42669,KC20037484,6/7/2020,W,F,30.0
42670,KC20040835,6/20/2020,B,M,48.0
42671,KC20034410,5/26/2020,B,F,51.0
42672,KC20032841,5/20/2020,B,F,36.0
42673,KC20047468,7/17/2020,W,F,51.0
42674,KC20036122,6/2/2020,W,M,28.0
42675,KC20040369,6/18/2020,B,M,29.0
42676,KC20038638,6/12/2020,B,M,43.0
42677,KC20044846,7/7/2020,B,M,31.0
42678,KC20037409,6/7/2020,W,F,33.0
42679,KC20038935,6/13/2020,B,M,
42680,KC20041408,6/22/2020,W,M,59.0
42681,KC20047907,7/19/2020,B,F,21.0
42682,KC20044603,7/6/2020,B,M,
42683,KC20046135,7/12/2020,W,F,54.0
42684,KC20041671,6/23/2020,W,F,62.0
42685,KC20039206,6/14/2020,B,F,
42686,KC20047432,7/17/2020,W,F,24.0
42687,KC20042481,6/27/2020,B,M,38.0
42688,KC20047762,7/18/2020,B,F,29.0
42689,KC20046184,7/12/2020,W,M,58.0
42690,KC20034438,5/26/2020,U,F,46.0
42691,KC20046205,7/12/2020,W,M,40.0
42692,KC20044299,7/4/2020,B,M,40.0
42693,KC20044415,7/5/2020,W,F,24.0
42694,KC20043949,7/3/2020,B,F,25.0
42695,KC20046226,7/12/2020,W,M,33.0
42696,KC20041328,6/22/2020,B,F,
42697,KC20042087,6/25/2020,I,M,30.0
42698,KC20041273,6/22/2020,B,F,20.0
42699,KC20042519,6/27/2020,B,F,29.0
42700,KC20040963,6/21/2020,B,M,28.0
42701,KC20045783,7/10/2020,W,F,37.0
42702,KC20044564,7/6/2020,W,M,28.0
42703,KC20036206,6/2/2020,B,F,35.0
42704,KC20047656,7/17/2020,W,M,24.0
42705,KC20033590,5/23/2020,B,M,
42706,KC20034323,5/26/2020,W,M,35.0
42707,KC20035225,5/29/2020,B,F,27.0
42708,KC20044472,7/5/2020,B,M,52.0
42709,KC20044083,7/3/2020,W,F,18.0
42710,KC20039712,6/16/2020,W,F,58.0
42711,KC20036310,6/3/2020,B,F,54.0
42712,KC20038697,6/12/2020,,,
42713,KC20045433,7/9/2020,W,M,
42714,KC20046803,7/14/2020,,,
42715,KC20039131,6/14/2020,B,M,33.0
42716,KC20040578,6/19/2020,W,F,45.0
42717,KC20039416,6/15/2020,B,M,36.0
42718,KC20046087,7/11/2020,B,F,
42719,KC20046810,7/14/2020,W,M,57.0
42720,KC20035713,6/1/2020,B,M,
42721,KC20041743,6/24/2020,,,
42722,KC20034341,5/26/2020,B,M,
42723,KC20040061,6/17/2020,B,M,41.0
42724,KC20039127,6/14/2020,B,M,27.0
42725,KC20038093,6/10/2020,W,M,21.0
42726,KC20037685,6/8/2020,B,M,
42727,KC20044044,7/3/2020,B,F,41.0
42728,KC20037520,6/8/2020,,,
42729,KC20042507,6/27/2020,B,F,36.0
42730,KC20035395,5/30/2020,W,M,40.0
42731,KC20038842,6/13/2020,W,M,32.0
42732,KC20037112,6/6/2020,U,F,61.0
42733,KC20044237,7/4/2020,W,M,25.0
42734,KC20035843,6/1/2020,B,M,52.0
42735,KC20038540,6/11/2020,W,M,31.0
42736,KC20039937,6/17/2020,B,M,25.0
42737,KC20033225,5/21/2020,W,M,37.0
42738,KC20033948,5/24/2020,B,M,28.0
42739,KC20046957,7/15/2020,B,F,26.0
42740,KC20045671,7/10/2020,B,F,40.0
42741,KC20044862,7/7/2020,W,F,27.0
42742,KC20038107,6/10/2020,W,M,
42743,KC20037049,6/6/2020,W,M,27.0
42744,KC20040246,6/18/2020,,,
42745,KC20036001,6/2/2020,W,M,83.0
42746,KC20041542,6/23/2020,W,M,33.0
42747,KC20035454,5/31/2020,B,F,39.0
42748,KC20035564,5/31/2020,W,M,27.0
42749,KC20035252,5/30/2020,W,F,22.0
42750,KC20036125,6/2/2020,B,M,
